"","ADM_RATE","ACTCMMID","UGDS","TUITIONFEE_IN","TUITFTE","INEXPFTE","AVGFACSAL","PFTFAC","PFTFTUG1_EF","AGE_ENTRY","yvals","names"
"8112",0.8013,22,1561,17949,11002,6402,4908,0.6609,1,20.945432977,0.6451,"Loras College"
"8113",0.7819,26,2572,20310,10010,7131,5302,0.7479,1,19.764084507,0.7902,"Luther College"
"8117",0.732,22,822,15460,8346,6300,4480,0.6147,0.7778,21.033687943,0.5263,"Morningside College"
"8118",0.8616,23,1268,15300,9087,4278,4657,0.5537,0.322,24.250931677,0.6403,"Mount Mercy University"
"8119",0.7589,19,410,13800,13158,4317,3796,0.551,1,23.449367089,0.3789,"Ashford University"
"8121",0.7964,23,12397,4118,2979,4533,6153,0.8052,0.5694,21.178010471,0.665,"University of Northern Iowa"
"8122",0.7065,24,1304,14290,8720,5018,4638,0.8953,0.9943,19.881450488,0.5565,"Northwestern College"
"8128",0.8703,22,1956,15750,9497,6235,5140,0.5402,0.9949,23.155325444,0.6654,"Saint Ambrose University"
"8132",0.8555,24,1845,16649,8009,6367,5307,1,0.7635,21.848888889,0.6636,"Simpson College"
"8139",0.677,18,4136,14056,4291,2627,4339,1,0.1324,28.891780822,0.6016,"Upper Iowa University"
"8141",0.7013,19,547,15261,6490,5596,4073,0.9333,0.3108,20.380487805,0.241,"Waldorf College"
"8142",0.8412,24,1647,17530,9166,7085,5092,1,0.9209,19.94787234,0.697,"Wartburg College"
"8146",0.6184,20,1455,13654,8665,5518,3226,0.9556,0.7446,26.380401235,0.17,"William Penn University"
"8150",0.9491,24,853,13670,7637,4767,4764,0.1307,0.7993,26.60841938,0.5737,"Baker University"
"8152",0.8874,22,955,13400,6531,4509,4138,1,0.5367,20.082683307,0.4715,"Benedictine College"
"8153",0.6543,21,604,13590,5972,6103,3345,0.5882,0.7092,20.468421053,0.3977,"Bethany College"
"8154",0.6891,23,459,13000,8128,5961,3601,0.7742,0.9899,20.778156997,0.3627,"Bethel College-North Newton"
"8169",0.7132,20,4227,2454,2886,4759,5206,0.9248,0.5976,22.308373948,0.4315,"Emporia State University"
"8171",1,22,5037,2328,2268,4761,5014,0.82,0.9792,23.224919094,0.4449,"Fort Hays State University"
"8172",0.6508,20,195,8200,6194,5653,2856,1,0.3125,26,0.5,"Barclay College"
"8186",0.6837,25,20071,3484,4743,6982,7020,0.7347,0.7265,21.055838323,0.5668,"University of Kansas"
"8188",0.585,22,1220,12010,6253,4076,4441,0.9275,0.2097,26.568796069,0.4583,"Newman University"
"8190",0.5787,22,18803,3444,5615,11861,6234,0.8571,0.8914,21.05977989,0.5517,"Kansas State University"
"8191",0.6247,22,683,13400,7868,4304,3899,0.6508,0.4382,23.735652174,0.325,"Kansas Wesleyan University"
"8198",0.6842,21,379,13345,7639,8617,4332,0.7273,0.1889,21.611295681,0.4474,"McPherson College"
"8204",0.7197,23,467,12450,6332,3828,4204,1,0.5895,30.892877493,0.4154,"Ottawa University-Ottawa"
"8213",0.9701,21,1022,13922,6193,6326,4257,0.4696,0.3354,27.824362606,0.5464,"Southwestern College"
"8214",0.571,24,434,12750,11333,5227,3956,0.6667,0.6364,20.657039711,0.4178,"Sterling College"
"8216",0.8448,23,531,13634,5947,4955,3237,0.9412,0.5654,23.773413897,0.453,"Tabor College"
"8217",0.5692,21,5327,3656,4123,4808,6037,0.4883,0.4496,24.988715953,0.4318,"Washburn University"
"8219",0.583,23,10660,3055,3708,4506,5964,0.5765,0.4722,24.495926468,0.3659,"Wichita State University"
"8222",0.8019,25,1254,15716,10872,6282,4899,0.62,0.8411,20.197635135,0.5744,"Asbury University"
"8227",0.8,24,1704,17010,8762,5463,5272,1,0.6715,22.347934919,0.6361,"Bellarmine University"
"8228",0.2432,24,1524,507,4674,261767,5939,0.7976,1,20.003797468,0.5,"Berea College"
"8231",0.7955,21,607,10130,7144,5931,4313,0.5938,0.5412,23.272435897,0.641,"Brescia University"
"8232",0.7774,20,1274,11340,6566,3236,3999,0.4965,0.9474,23.251870324,0.3797,"Campbellsville University"
"8234",0.7762,27,1055,19125,11305,11060,6106,1,0.9521,19.413513514,0.7599,"Centre College"
"8239",0.6748,21,1361,10958,5823,4813,4115,1,0.8213,20.724824356,0.3753,"University of the Cumberlands"
"8246",0.9334,24,1258,14260,6334,4911,5051,0.7188,0.7985,19.996509599,0.5767,"Georgetown College"
"8259",0.5197,17,2107,2630,2423,6128,5316,0.9915,0.9564,22.389799636,0.1703,"Kentucky State University"
"8260",0.7457,22,636,11100,5447,3614,4118,0.5493,1,20.980662983,0.3296,"Kentucky Wesleyan College"
"8261",0.8183,24,17434,3975,4369,10243,7079,0.7406,0.7151,21.71542594,0.5773,"University of Kentucky"
"8262",0.8278,22,576,8544,5951,2772,3994,1,1,21.180327869,0.425,"Kentucky Christian University"
"8273",0.8525,20,576,7470,7900,2601,2655,0.434,0.9625,32.406741573,0.5,"MID-CONTINENT COLLEGE"
"8275",0.7285,20,7356,2926,2055,4289,4940,0.7608,0.6898,22.381904524,0.3761,"Morehead State University"
"8277",0.879,21,7606,3032,2432,5083,5538,0.9559,0.5845,22.523869744,0.4502,"Murray State University"
"8297",0.8551,21,964,12850,7051,4948,4615,0.3025,0.8584,28.435661765,0.4014,"Spalding University"
"8300",0.6932,20,1288,14200,14504,4671,4115,0.6161,0.7893,23.579465541,0.5291,"Thomas More College"
"8304",0.5118,20,585,12430,14501,8016,3646,0.7143,0.6089,23.371287129,0.3571,"Union College"
"8306",0.8486,20,14512,3120,2583,4344,5475,0.5784,0.938,22.604409253,0.3908,"Western Kentucky University"
"8321",0.6528,26,881,16450,5666,8607,5505,0.5794,0.8889,19.793349169,0.5263,"Centenary College of Louisiana"
"8331",0.7046,19,2202,11109,9713,5235,5357,0.6537,0.8061,21.196268141,0.3902,"Dillard University"
"8350",0.7912,24,25891,3536,3708,5748,6414,0.8464,0.8072,20.782631931,0.5804,"Louisiana State University and Agricultural & Mechanical College"
"8352",1,21,3455,2368,2421,3798,5081,0.5929,0.9261,24.319478908,0.2381,"Louisiana State University-Shreveport"
"8357",0.7602,24,1065,9120,5798,6703,4643,1,0.713,21.315789474,0.4422,"Louisiana College"
"8359",0.9246,22,8666,3038,3864,5228,5656,0.8312,0.7431,21.602205259,0.4918,"Louisiana Tech University"
"8360",0.6783,26,3702,19362,9642,6486,6573,0.6487,0.8287,21.341264446,0.6031,"Loyola University New Orleans"
"8362",0.8441,21,6937,2544,2244,3051,4956,0.7212,0.9598,22.635370434,0.2646,"McNeese State University"
"8366",0.6621,21,13189,2832,4203,4742,5953,0.8163,1,23.018509419,0.2238,"University of New Orleans"
"8373",1,19,9087,2645,2830,3638,4662,0.827,0.7263,23.213406293,0.2865,"Northwestern State University of Louisiana"
"8375",0.9639,21,1257,5455,8371,3153,4308,0.3333,0.4021,24.667747164,0.3178,"University of Holy Cross"
"8376",0.9223,19,1421,5000,3737,4908,5200,0.4434,1,25.858143608,0.3333,"Our Lady of the Lake College"
"8400",0.9112,20,13085,2618,2329,3161,4934,0.7077,0.6798,22.530535653,0.2362,"Southeastern Louisiana University"
"8401",0.444,16,7351,2702,1979,3784,5195,0.85,0.1602,20.863040446,0.2743,"Southern University and A & M College"
"8404",0.8443,21,13870,2388,2133,2821,5848,0.8032,0.9704,21.651407737,0.3033,"University of Louisiana at Lafayette"
"8414",0.869,21,3127,10100,8283,5449,5350,0.8248,0.8361,20.040428641,0.5391,"Xavier University of Louisiana"
"8433",0.8264,22,697,3905,2948,4517,4466,0.4605,1,23.886075949,0.4266,"University of Maine at Machias"
"8435",0.36,21,236,5840,7605,5705,5204,1,0.2626,20.848571429,1,"Maine Maritime Academy"
"8443",0.6908,25,336,19878,12580,7887,3663,0.55,0.6434,21.773195876,0.3721,"Maine College of Art"
"8468",0.6279,18,1131,14548,12094,6831,4207,0.9649,0.3969,26.875766871,0.3247,"Washington Adventist University"
"8473",0.7036,21,4479,4618,3195,5129,5979,0.6947,0.7156,20.72521389,0.4656,"Frostburg State University"
"8475",0.6791,25,1270,23250,9594,11663,6227,0.5581,1,20.319778189,0.6866,"Goucher College"
"8479",0.7774,21,739,19695,9185,8929,5265,0.4947,0.5756,23.252900232,0.6202,"Hood College"
"8482",0.3506,29,4926,27390,16177,49126,8201,0.4704,0.6357,22.330383481,0.8782,"Johns Hopkins University"
"8491",0.6327,26,9338,6362,5534,7746,7067,0.6173,0.4305,22.229699842,0.5333,"University of Maryland-Baltimore County"
"8502",0.7475,19,1533,17925,18941,13912,5176,0.7615,0.956,27.906666667,0.7143,"Notre Dame of Maryland University"
"8518",0.6447,22,1251,23300,21534,14217,6344,0.6612,0.934,19.526859504,0.6987,"Washington College"
"8520",0.7213,21,1647,21760,8685,6625,6107,1,0.8907,19.953030303,0.6779,"McDaniel College"
"8523",0.1827,31,1618,28304,17745,18117,9636,0.927,1,19.229268293,0.9618,"Amherst College"
"8525",0.8275,19,765,17710,6407,3275,3463,0.2612,0.7207,21.472622478,0.5446,"Anna Maria College"
"8534",0.8449,17,1413,14545,9765,7219,5012,0.2746,0.6532,23.033566434,0.775,"Becker College"
"8535",0.4624,24,4252,22965,17897,10609,8676,0.5896,0.8143,19.966824645,0.7361,"Bentley University"
"8544",0.4211,29,3014,28164,12446,1407,7950,1,0.93,19.553763441,0.8515,"Brandeis University"
"8562",0.5238,26,2995,21514,14792,5404,6665,0.3631,0.7225,20.32618683,0.702,"Emerson College"
"8570",0.5899,21,3482,3334,2692,3897,5830,1,0.6833,21.32278936,0.3866,"Framingham State University"
"8577",0.1017,33,7050,27448,25650,38020,12632,0.8047,0.9813,23.266184311,0.977,"Harvard University"
"8579",0.6471,25,62,10000,2027,11719,5497,1,1,25.357142857,0.6154,"Hellenic College-Holy Cross Greek Orthodox School of Theology"
"8599",0.766,21,1243,18550,9900,5541,6293,0.9137,1,24.135714286,0.9669,"MCPHS University"
"8602",0.6498,21,888,4063,4068,7265,6638,1,0.8765,19.590361446,0.645,"Massachusetts Maritime Academy"
"8629",0.6279,24,18994,24467,17594,10741,7675,0.4264,1,20.908424908,0.5644,"Northeastern University"
"8631",0.891,19,644,16490,11536,5366,4273,0.8462,1,24.399491094,0.3711,"College of Our Lady of the Elms"
"8640",0.6277,20,5661,3937,1750,4559,6015,0.5236,0.503,22.428647497,0.3409,"Salem State University"
"8644",0.5,25,394,27180,16513,9420,5963,0.9211,1,17.737623762,0.6558,"Bard College at Simon's Rock"
"8645",0.5304,27,2647,25986,13320,16897,8294,0.848,0.8161,21.411561691,0.8025,"Smith College"
"8650",0.4202,25,2416,19094,95936,50244,5769,0.5721,0.9371,19.829218107,0.7804,"Stonehill College"
"8654",0.4706,29,2275,26702,15096,21927,8774,0.7195,0.9916,19.944532488,0.906,"Wellesley College"
"8662",0.7598,26,2738,26360,14626,13928,8131,0.7173,0.9309,19.668820679,0.7431,"Worcester Polytechnic Institute"
"8663",0.5332,22,4047,2962,5063,8611,6201,1,0.3603,22.843621399,0.3563,"Worcester State University"
"8665",0.8789,22,325,15660,8967,5921,5389,0.9429,0.92,19.959780622,0.4564,"Adrian College"
"8666",0.8524,26,1626,20700,9202,10188,5748,0.9044,0.9146,19.500729927,0.6836,"Albion College"
"8669",0.8163,25,1272,17582,7677,6336,5911,0.6212,1,19.656195462,0.6862,"Alma College"
"8671",0.5647,23,1523,13746,9643,10251,3839,0.7037,1,22.08951049,0.4817,"Andrews University"
"8672",0.7946,23,1902,15620,8330,4463,3590,1,0.6183,22.658838072,0.5159,"Aquinas College"
"8677",0.9823,25,4175,15750,9964,8421,5703,1,0.8134,19.749343832,0.7313,"Calvin College"
"8681",0.7137,23,19480,4747,4460,4362,6127,0.5439,0.7019,21.440796277,0.4744,"Central Michigan University"
"8685",0.3301,23,497,16650,9337,5762,3782,0.5,0.7462,23.912457912,0.4557,"Concordia University-Ann Arbor"
"8699",0.7541,21,3124,17700,12472,7431,5984,1,0.4721,26.612926136,0.5612,"University of Detroit Mercy"
"8702",0.7373,21,18650,5027,4955,4056,6211,0.6302,0.5548,22.841089671,0.3825,"Eastern Michigan University"
"8703",0.4584,20,9759,5300,5447,6073,5850,0.6558,0.9308,22.146179996,0.2938,"Ferris State University"
"8707",0.7003,26,2460,20170,11902,7070,6755,1,0.9006,19.69955157,0.6343,"Kettering University"
"8709",0.2972,21,142,8690,7952,6023,3638,1,0.5962,20.604651163,0.2973,"Grace Bible College"
"8713",0.5218,23,16499,5056,4769,4551,5562,0.6141,0.6336,21.633861439,0.4826,"Grand Valley State University"
"8716",0.931,25,2934,18268,10635,7570,5719,0.6503,0.8172,19.643709826,0.741,"Hope College"
"8721",0.7318,28,1245,21603,34030,14941,5456,0.8413,0.9883,19.382653061,0.7389,"Kalamazoo College"
"8727",0.694,21,3197,4758,3198,4267,5458,0.561,0.5447,22.966620306,0.3648,"Lake Superior State University"
"8729",0.8369,23,2762,11280,11981,7329,6781,0.2684,0.3843,22.633980583,0.4436,"Lawrence Technological University"
"8733",0.9397,22,2585,8350,2814,1950,5519,0.3299,0.2211,28.290376569,0.4933,"Madonna University"
"8735",0.2539,17,765,11250,4582,2581,5139,0.9211,0.1979,30.701986755,0.3,"Marygrove College"
"8737",0.4905,28,24287,7485,11043,13365,8309,0.7848,0.994,21.341001709,0.8423,"University of Michigan-Ann Arbor"
"8739",0.6734,25,27902,6100,5975,9331,8191,0.8868,0.9761,20.516014865,0.6904,"Michigan State University"
"8740",0.9182,26,5786,6455,6967,9289,6669,0.9104,0.8456,20.196576763,0.6498,"Michigan Technological University"
"8741",0.6783,23,5954,5332,5818,5422,6341,0.556,0.499,23.7913085,0.461,"University of Michigan-Dearborn"
"8742",0.7856,22,5663,4494,4594,4750,5843,0.5444,0.2806,25.255550901,0.3811,"University of Michigan-Flint"
"8752",0.855,22,7901,4780,3654,4140,5985,0.7322,0.7454,21.759018405,0.4383,"Northern Michigan University"
"8755",0.8623,21,3358,13461,7820,3826,5154,0.2073,0.4813,25.241887906,0.5617,"Northwood University-Michigan"
"8757",0.7781,22,12045,4814,4630,4810,6728,0.5594,0.5119,22.735799207,0.4105,"Oakland University"
"8758",0.6846,20,896,14752,64010,16193,4612,1,1,22.153963415,0.3154,"Olivet College"
"8760",0.9048,22,260,9070,9128,6805,4345,0.3667,0.5699,22.217105263,0.4286,"Kuyper College"
"8765",0.9044,21,7267,4382,3876,3577,5610,0.9708,0.4622,23.407568238,0.3106,"Saginaw Valley State University"
"8766",0.787,22,352,8088,5756,2918,3669,1,0.3878,26.111111111,0.4783,"SAINT MARY'S COLLEGE OF AVE MARIA UNIVERSITY"
"8768",0.7207,19,1442,13630,12517,8885,4859,1,0.705,26.700099305,0.4181,"Siena Heights University"
"8772",0.394,23,2441,13900,6645,0,4535,0.9318,1,29.907069555,0.6538,"Spring Arbor University"
"8784",0.7008,20,17532,3875,4278,8421,7274,0.7852,0.4133,24.487382629,0.3371,"Wayne State University"
"8786",0.8011,23,23453,4924,4927,4755,6694,0.9766,0.6849,21.001391627,0.5322,"Western Michigan University"
"8788",0.7344,21,466,8550,7600,3219,3261,0.0625,0.7308,28.663507109,0.5,"WILLIAM TYNDALE COLLEGE"
"8795",0.8026,23,2540,18193,38882,28772,4931,0.5,0.4833,24.242255759,0.526,"Augsburg College"
"8798",0.79,21,3949,5170,8382,8916,6040,0.6354,0.6589,22.803165183,0.4288,"Bemidji State University"
"8799",0.9597,21,456,12260,6260,7966,4784,0.5614,0.8164,20.028753994,0.6352,"Bethany Lutheran College"
"8800",0.7877,25,2732,17700,11543,6938,5431,0.5607,0.9387,22.518776078,0.7094,"Bethel University"
"8803",0.3489,29,1924,26910,10490,10027,7950,0.786,0.9598,19.481707317,0.8556,"Carleton College"
"8804",0.8389,24,2300,15635,9605,7863,5132,0.789,0.9719,19.746585736,0.6873,"Concordia College at Moorhead"
"8805",0.5292,22,1558,18326,10642,5233,4082,1,0.3418,27.802913453,0.4658,"Concordia University-Saint Paul"
"8808",0.9279,24,1060,6110,5250,3836,3167,1,0.8643,20.178743961,0.6233,"Martin Luther College"
"8818",0.773,26,2450,19945,2494,2165,5448,0.8077,0.9895,19.57717493,0.8199,"Gustavus Adolphus College"
"8819",0.7863,24,1501,18970,9021,4977,5727,0.5103,0.7354,22.335766423,0.6776,"Hamline University"
"8831",0.8118,21,11723,3981,3624,3697,6345,0.6848,0.6052,21.377058489,0.4855,"Minnesota State University-Mankato"
"8838",0.7448,25,28103,6280,5386,10992,8822,0.853,0.5779,21.236021505,0.5373,"University of Minnesota-Twin Cities"
"8839",0.8805,21,1159,6098,2835,3357,5589,0.9444,0.2256,22.009077156,0.3448,"University of Minnesota-Crookston"
"8845",0.6818,22,88,6900,5346,4805,3780,0.4706,0.6667,24.056338028,0.5,"Crossroads College"
"8846",0.7879,23,8575,6259,4270,4701,6407,0.7959,0.7392,20.474541225,0.4389,"University of Minnesota-Duluth"
"8847",0.8206,25,1789,7154,2971,4866,5422,0.9385,0.7576,20.27852349,0.5575,"University of Minnesota-Morris"
"8851",0.8492,21,7034,3711,3333,4101,5975,0.6851,0.5613,21.762917115,0.4267,"Minnesota State University Moorhead"
"8856",0.5153,21,1265,10104,6598,2986,4860,0.3608,0.5446,20.89818689,0.6402,"North Central University"
"8860",0.9146,24,2199,16500,9984,4031,4755,1,1,24.038161994,0.5,"University of Northwestern-St Paul"
"8863",1,20,147,9900,9145,4851,3064,0.8,0.2041,21.330434783,0.5778,"Oak Hills Christian College"
"8865",0.6629,21,204,7120,0,2776,2559,0.8182,0.8545,20.147286822,0.4333,"PILLSBURY BAPTIST BIBLE COLLEGE"
"8873",0.819,25,2072,18916,10798,6067,5569,0.8684,0.9165,19.628158845,0.7735,"College of Saint Benedict"
"8877",0.8413,21,13800,3997,3514,4206,6223,0.7679,0.4877,21.782451528,0.4217,"Saint Cloud State University"
"8878",0.852,26,1897,19226,11306,8109,5835,0.8663,0.9267,19.759701493,0.8005,"Saint Johns University"
"8879",0.7852,22,1601,15695,8059,4821,4850,0.2086,0.8065,22.450363196,0.617,"Saint Mary's University of Minnesota"
"8880",0.7264,28,2974,22200,50439,38197,5995,0.6623,0.9477,19.554621849,0.8042,"St Olaf College"
"8881",0.5117,22,853,11982,7670,3457,2466,0.9697,0.6296,25.349315068,0.5714,"Crown College"
"8882",0.8774,23,1920,18216,9159,6490,5062,0.4917,0.5668,25.516422082,0.5322,"The College of Saint Scholastica"
"8883",0.8746,25,5267,19468,9913,7102,6566,0.5109,0.7079,20.68617558,0.7033,"University of St Thomas"
"8886",0.7618,21,3448,18240,9877,6168,4789,0.756,0.3134,26.493918562,0.5325,"St Catherine University"
"8891",0.5367,21,5167,4091,4624,5270,6234,0.6632,1,22.168498168,0.399,"Southwest Minnesota State University"
"8900",0.8604,22,7146,4161,3640,3622,6122,0.7316,0.7795,21.237001209,0.506,"Winona State University"
"8903",0.2115,19,2522,3459,1734,5807,4731,0.9053,0.9746,22.620165746,0.4686,"Alcorn State University"
"8904",0.6628,23,1731,12190,5929,2241,4120,0.4322,0.4058,29.129765396,0.4881,"Belhaven University"
"8905",0.8462,20,367,6470,5832,4967,4424,0.7586,0.3731,25.008230453,0.4,"Blue Mountain College"
"8914",0.2949,20,3220,3348,2606,4643,4714,0.89,0.105,23.438618926,0.4232,"Delta State University"
"8923",0.3749,18,6315,3462,3620,4857,5003,0.8033,0.9709,23.091240876,0.351,"Jackson State University"
"8928",0.8729,26,307,17372,6455,7338,5470,1,0.7918,20.297727273,0.6952,"Millsaps College"
"8930",0.6726,23,10661,3916,4204,5968,6126,0.7001,0.473,22.144287269,0.5697,"University of Mississippi"
"8932",0.6694,21,1957,3298,3655,5170,4541,0.6898,0.4799,24.249217935,0.4296,"Mississippi University for Women"
"8933",0.1879,17,3014,3411,3605,3455,4569,0.7047,1,25.642669469,0.3324,"Mississippi Valley State University"
"8934",0.6786,24,2262,10712,6196,5269,5114,0.9686,0.9729,22.680334728,0.6329,"Mississippi College"
"8937",0.7269,24,13373,3874,4099,4535,6233,0.8851,1,22.121008745,0.5595,"Mississippi State University"
"8944",0.2494,21,12612,3782,3791,5042,5594,0.7141,0.9638,23.086751029,0.5077,"University of Southern Mississippi"
"8946",0.2559,17,853,7995,4762,9036,3584,0.7326,1,20.98989899,0.4929,"Tougaloo College"
"8949",1,17,9,4400,4193,2788,2261,0.4,0.4211,27.555555556,0.6,"WESLEY COLLEGE"
"8950",0.6061,21,1539,7665,6263,2776,3916,0.5,0.2388,25.496974935,0.4667,"William Carey University"
"8955",0.4919,19,1093,14160,11476,5024,4652,0.337,0.3249,25.602941176,0.3626,"Avila University"
"8964",0.9375,21,817,6910,3466,2167,3954,0.5714,0.6263,21.847560976,0.393,"CENTRAL BIBLE COLLEGE"
"8965",0.7592,21,1241,12840,5045,3850,4113,0.469,0.4854,24.115662651,0.4292,"Central Methodist University-College of Liberal Arts and Sciences"
"8966",0.786,22,8507,3240,3543,5708,5407,0.5487,0.577,22.364278243,0.4641,"University of Central Missouri"
"8971",0.6549,22,8103,10926,4278,2632,4580,1,0.1019,29.253140996,0.4571,"Columbia College"
"8973",1,22,34,9720,9772,5706,3811,1,0.1932,22.857142857,0.1818,"Conception Seminary College"
"8978",0.7526,22,828,11800,8738,7896,4474,0.9355,1,20.901098901,0.4348,"Culver-Stockton College"
"8979",0.5581,21,319,10480,12305,4597,4584,0.7143,0.1655,30.74025974,0.75,"DEACONESS COLLEGE OF NURSING"
"8981",0.845,25,3453,12565,5720,4903,5106,0.9587,0.2958,26.785961443,0.6451,"Drury University"
"8987",0.8143,24,1550,13714,22320,13127,4608,0.3,0.4316,28.369244936,0.5479,"Fontbonne University"
